pond_id,week_index,culture_type,age_days,avg_weight_g,shrimp_count,biomass_kg,temperature_c,ph,salinity_ppt,do_mg_l,do_min_mg_l,nh3_mg_l,tan_mg_l,seaweed_biomass_kg,feed_input_kg,feeding_rate_actual,shrimp_seaweed_ratio,buffer_index,oxygen_stress,thermal_stress,weekly_growth_g
P13,69,Monoculture,91,12.793750763986537,70855,906.501,27.773,7.41,27.328,5.548,4.913,0.0823,0.3795,0.0,174.242,0.19221,0.0,0.0,0,0,0.9157
P13,70,Monoculture,92,12.995920605601514,87945,1142.926,29.898,7.581,28.308,5.797,5.409,0.0469,0.5654,0.0,372.392,0.32582,0.0,0.0,0,0,0.8266
P13,71,Monoculture,93,13.392418436380451,78950,1057.331,27.933,7.41,27.519,5.016,4.408,0.057,0.5773,0.0,339.024,0.32064,0.0,0.0,0,0,0.9655
P13,72,Monoculture,94,13.930635224397081,79724,1110.606,28.111,7.464,28.662,6.116,5.848,0.1067,0.2387,0.0,310.806,0.27985,0.0,0.0,0,0,0.5835
P13,73,Monoculture,95,13.507013403387424,80602,1088.692,29.838,7.41,27.082,5.479,5.189,0.0258,0.3088,0.0,247.092,0.22696,0.0,0.0,0,0,0.9657
P13,74,Monoculture,96,13.772811976031415,73358,1010.346,29.162,7.41,27.486,5.258,4.399,0.0713,0.3217,0.0,244.637,0.24213,0.0,0.0,0,0,0.8348
P13,75,Monoculture,97,14.0,82142,1149.988,28.477,7.41,27.476,5.33,5.16,0.0229,0.1936,0.0,206.662,0.17971,0.0,0.0,0,0,1.0149
P13,76,Monoculture,98,14.0,81614,1142.596,28.979,7.541,28.577,5.202,4.898,0.0977,0.1923,0.0,364.537,0.31904,0.0,0.0,0,0,1.065
P13,77,Monoculture,22,4.87457912529321,75904,370.0,27.848,7.622,27.831,5.688,4.857,0.0254,0.1796,0.0,110.814,0.2995,0.0,0.0,0,0,0.05
P13,78,Monoculture,23,4.70454303296486,89254,419.899,29.348,7.41,27.897,5.897,5.842,0.0828,0.0787,0.0,122.427,0.29156,0.0,0.0,0,0,0.05
P13,79,Monoculture,24,4.5,82223,370.003,29.209,7.574,27.957,5.907,4.199,0.109,0.5894,0.0,64.273,0.17371,0.0,0.0,0,0,0.05
P13,80,Monoculture,25,4.855921683925493,76196,370.002,28.72,7.537,29.016,5.414,4.531,0.0504,0.4301,0.0,65.446,0.17688,0.0,0.0,0,0,0.0628
P13,81,Monoculture,26,4.997726219555739,80662,403.127,29.206,7.41,27.497,5.25,4.934,0.1076,0.1844,0.0,64.11,0.15903,0.0,0.0,0,0,0.05
P13,82,Monoculture,27,5.327359738043454,71699,381.966,28.429,7.41,27.778,5.575,5.166,0.0682,0.4517,0.0,120.159,0.31458,0.0,0.0,0,0,0.1006
P13,83,Monoculture,28,4.8026574614600115,77041,370.002,27.41,7.41,28.327,6.132,5.085,0.0101,0.476,0.0,117.774,0.31831,0.0,0.0,0,0,0.0714
P13,84,Monoculture,29,5.195560193990536,80929,420.471,28.778,7.435,27.654,5.93,4.919,0.0716,0.3122,0.0,123.559,0.29386,0.0,0.0,0,0,0.1446
P13,85,Monoculture,30,5.342044888043358,82334,439.832,31.0,7.656,28.116,5.718,5.101,0.0994,0.5148,0.0,63.148,0.14357,0.0,0.0,0,0,0.1686
P13,86,Monoculture,31,5.591384816225864,77463,433.125,30.749,7.41,28.194,5.647,5.229,0.0414,0.1798,0.0,121.446,0.2804,0.0,0.0,0,0,0.05
P13,87,Monoculture,32,5.292271184152492,79555,421.027,28.413,7.77,27.685,5.504,5.072,0.0686,0.313,0.0,135.966,0.32294,0.0,0.0,0,0,0.1959
P13,88,Monoculture,33,5.835764199390782,81865,477.745,27.0,7.61,28.54,5.339,4.826,0.0322,0.3278,0.0,122.981,0.25742,0.0,0.0,0,0,0.2014
P13,89,Monoculture,34,5.890302548416385,81321,479.005,28.567,7.563,27.839,5.915,5.15,0.0439,0.3748,0.0,69.463,0.14501,0.0,0.0,0,0,0.1787
P13,90,Monoculture,35,5.932149249467711,76672,454.83,28.457,7.594,28.158,5.356,4.526,0.0602,0.0841,0.0,73.945,0.16258,0.0,0.0,0,0,0.1669
P13,91,Monoculture,36,6.001958447850678,83129,498.937,28.958,7.558,26.507,5.293,4.133,0.0321,0.5923,0.0,101.748,0.20393,0.0,0.0,0,0,0.1056
P13,92,Monoculture,37,6.309607724495803,80459,507.665,28.538,7.548,28.282,5.331,4.539,0.0916,0.1347,0.0,74.013,0.14579,0.0,0.0,0,0,0.2337
P13,93,Monoculture,38,6.4339682381783,73522,473.038,30.436,7.514,28.174,5.885,5.853,0.0134,0.176,0.0,91.15,0.19269,0.0,0.0,0,0,0.4006
P13,94,Monoculture,39,6.412728969547252,78101,500.841,28.532,7.41,28.171,6.066,5.407,0.0973,0.286,0.0,143.61,0.28674,0.0,0.0,0,0,0.2143
P13,95,Monoculture,40,6.723770357054308,70696,475.344,29.983,7.77,28.139,5.876,5.652,0.07,0.4142,0.0,75.804,0.15947,0.0,0.0,0,0,0.3342
P13,96,Monoculture,41,7.065923359176441,87613,619.067,29.787,7.485,28.21,6.515,5.345,0.0582,0.5257,0.0,166.295,0.26862,0.0,0.0,0,0,0.2527
P13,97,Monoculture,42,6.864913527476272,75864,520.8,28.304,7.662,27.539,5.564,5.063,0.1042,0.4691,0.0,157.594,0.3026,0.0,0.0,0,0,0.128
P13,98,Monoculture,43,6.691748412050067,89274,597.399,27.0,7.41,27.36,5.781,4.94,0.0524,0.2622,0.0,146.119,0.24459,0.0,0.0,0,0,0.2609
P13,99,Monoculture,44,6.934435088450869,76547,530.81,29.06,7.623,28.835,5.569,5.343,0.0863,0.3264,0.0,134.032,0.2525,0.0,0.0,0,0,0.3896
P13,100,Monoculture,45,7.118802763782288,86604,616.517,31.0,7.41,29.044,5.219,4.674,0.0441,0.4378,0.0,136.104,0.22076,0.0,0.0,0,0,0.2882
P13,101,Monoculture,46,7.2704485342782545,89218,648.655,30.273,7.46,28.188,5.556,4.947,0.1057,0.4179,0.0,194.853,0.3004,0.0,0.0,0,0,0.05
P13,102,Monoculture,47,8.043262584687827,82617,664.51,27.0,7.433,29.275,4.941,4.776,0.0818,0.3596,0.0,151.586,0.22812,0.0,0.0,0,0,0.271
P13,103,Monoculture,48,7.159888149549194,81704,584.992,27.0,7.41,27.922,6.513,6.069,0.0353,0.5493,0.0,153.653,0.26266,0.0,0.0,0,0,0.3809
P13,104,Monoculture,49,7.979245626702596,78406,625.621,30.235,7.53,28.707,5.042,4.527,0.0842,0.5491,0.0,107.374,0.17163,0.0,0.0,0,0,0.2474
P13,105,Monoculture,50,7.688930813837581,81173,624.134,27.98,7.419,28.524,5.865,4.913,0.0915,0.3522,0.0,170.87,0.27377,0.0,0.0,0,0,0.2935
P13,106,Monoculture,51,8.16366379694005,84983,693.773,27.283,7.41,27.686,5.735,5.341,0.0866,0.1263,0.0,229.556,0.33088,0.0,0.0,0,0,0.2588
P13,107,Monoculture,52,8.924625145579869,71828,641.038,29.065,7.504,28.14,5.937,5.641,0.0857,0.3804,0.0,91.548,0.14281,0.0,0.0,0,0,0.4014
P13,108,Monoculture,53,8.413719318993197,78004,656.304,27.555,7.41,27.093,5.503,5.085,0.0188,0.2909,0.0,218.183,0.33244,0.0,0.0,0,0,0.4717
P13,109,Monoculture,54,8.579052717017724,89336,766.418,30.542,7.475,27.456,5.561,5.028,0.1015,0.5156,0.0,197.527,0.25773,0.0,0.0,0,0,0.05
P13,110,Monoculture,55,8.687080377868185,70083,608.817,28.428,7.41,28.026,5.188,4.271,0.0553,0.1625,0.0,119.305,0.19596,0.0,0.0,0,0,0.4653
P13,111,Monoculture,56,9.055062370193992,71463,647.102,30.813,7.41,28.254,4.938,4.589,0.0882,0.0545,0.0,124.068,0.19173,0.0,0.0,0,0,0.5063
P13,112,Monoculture,57,8.793642932424705,82382,724.438,31.0,7.425,27.727,5.707,5.253,0.0427,0.338,0.0,135.631,0.18722,0.0,0.0,0,0,0.4278
P13,113,Monoculture,58,8.567911122209928,81821,701.035,29.767,7.41,27.561,5.529,4.78,0.0595,0.3749,0.0,144.659,0.20635,0.0,0.0,0,0,0.4727
P13,114,Monoculture,59,8.967745909952948,81119,727.455,28.935,7.512,27.631,5.727,4.797,0.0433,0.2751,0.0,169.31,0.23274,0.0,0.0,0,0,0.3987
P13,115,Monoculture,60,9.19816146607054,72456,666.462,29.005,7.443,27.62,5.742,5.309,0.0317,0.2421,0.0,173.282,0.26,0.0,0.0,0,0,0.5378
P13,116,Monoculture,61,9.694322021219925,77916,755.343,28.519,7.621,27.304,6.051,5.381,0.093,0.354,0.0,195.649,0.25902,0.0,0.0,0,0,0.4586
P13,117,Monoculture,62,9.596696100797814,80573,773.235,29.493,7.505,27.249,6.407,5.382,0.1022,0.2066,0.0,166.95,0.21591,0.0,0.0,0,0,0.3673
P13,118,Monoculture,63,10.053564598432981,88550,890.243,28.367,7.441,27.964,5.823,5.579,0.0131,0.2346,0.0,190.184,0.21363,0.0,0.0,0,0,0.6209
P13,119,Monoculture,64,9.673799364110659,71756,694.153,28.63,7.458,27.186,5.816,5.234,0.0495,0.4596,0.0,103.339,0.14887,0.0,0.0,0,0,0.4151
P13,120,Monoculture,65,9.841518135930903,84898,835.525,30.287,7.516,28.054,5.543,4.973,0.0145,0.5071,0.0,236.391,0.28293,0.0,0.0,0,0,0.6597
P13,121,Monoculture,66,10.130185853336618,70744,716.65,29.043,7.689,28.05,5.285,4.161,0.0151,0.4807,0.0,144.752,0.20198,0.0,0.0,0,0,0.5689
P13,122,Monoculture,67,9.988397760682902,73163,730.781,31.0,7.559,27.849,6.289,6.246,0.0185,0.1558,0.0,183.774,0.25148,0.0,0.0,0,0,0.6573
P13,123,Monoculture,68,10.240746219648633,83937,859.578,27.367,7.482,28.079,5.782,5.089,0.0834,0.3209,0.0,249.161,0.28986,0.0,0.0,0,0,0.6063
P13,124,Monoculture,69,10.267337454392289,84971,872.426,29.646,7.503,27.69,5.133,4.644,0.0337,0.4416,0.0,255.992,0.29343,0.0,0.0,0,0,0.606
P13,125,Monoculture,70,10.338474552912492,75909,784.783,29.982,7.42,28.469,5.909,5.613,0.0442,0.254,0.0,116.358,0.14827,0.0,0.0,0,0,0.543
P13,126,Monoculture,71,10.40335536101317,74984,780.085,29.599,7.494,28.086,6.115,5.585,0.0732,0.4317,0.0,188.079,0.2411,0.0,0.0,0,0,0.634
P13,127,Monoculture,72,11.31270484409499,85994,972.825,30.78,7.523,27.929,5.538,4.874,0.0931,0.2034,0.0,330.001,0.33922,0.0,0.0,0,0,0.6018
P13,128,Monoculture,73,11.222584262081936,74895,840.515,30.346,7.63,27.696,5.93,5.558,0.0619,0.5646,0.0,200.268,0.23827,0.0,0.0,0,0,0.7161
P13,129,Monoculture,74,10.929033106328061,72465,791.972,27.107,7.523,27.811,5.639,5.113,0.0987,0.1865,0.0,133.968,0.16916,0.0,0.0,0,0,0.7343
P13,130,Monoculture,75,10.99214610733617,82345,905.148,27.729,7.41,27.576,5.532,5.37,0.0888,0.5817,0.0,268.686,0.29684,0.0,0.0,0,0,0.5853
P13,131,Monoculture,76,11.158020614815635,81176,905.763,30.71,7.463,28.01,6.17,5.305,0.0108,0.2455,0.0,196.025,0.21642,0.0,0.0,0,0,0.7923
P13,132,Monoculture,77,11.518937043374217,86964,1001.733,29.478,7.706,28.432,5.562,5.473,0.0142,0.2853,0.0,152.545,0.15228,0.0,0.0,0,0,0.6117
P13,133,Monoculture,78,11.56037216817393,86743,1002.781,28.537,7.549,28.116,5.154,4.818,0.0558,0.4475,0.0,347.198,0.34623,0.0,0.0,0,0,0.5327
P13,134,Monoculture,79,11.3582004692138,71883,816.462,27.409,7.554,27.804,5.724,5.111,0.0451,0.367,0.0,188.543,0.23093,0.0,0.0,0,0,0.8819
P13,135,Monoculture,80,11.768047323127684,83953,987.963,30.681,7.41,27.873,4.966,4.637,0.0133,0.0889,0.0,248.305,0.25133,0.0,0.0,0,0,0.7054
P13,136,Monoculture,81,11.793134670899548,81890,965.74,29.875,7.427,28.24,5.14,4.873,0.0459,0.1733,0.0,158.857,0.16449,0.0,0.0,0,0,0.7179
P13,137,Monoculture,82,12.056791833836861,74303,895.856,29.737,7.77,29.104,5.287,4.547,0.0566,0.298,0.0,184.167,0.20558,0.0,0.0,0,0,0.6399
P13,138,Monoculture,83,12.144755597038133,85799,1042.008,27.487,7.41,28.345,5.952,4.931,0.0717,0.4208,0.0,338.921,0.32526,0.0,0.0,0,0,0.7965
P13,139,Monoculture,84,11.939149519975308,73748,880.488,29.688,7.65,27.92,5.695,5.468,0.1036,0.5065,0.0,288.793,0.32799,0.0,0.0,0,0,0.533
P13,140,Monoculture,85,11.730790323902959,88587,1039.196,30.865,7.41,28.581,5.978,5.063,0.0653,0.4122,0.0,281.564,0.27094,0.0,0.0,0,0,0.7272
P13,141,Monoculture,86,12.477123252193964,73335,915.01,27.876,7.41,27.74,5.438,5.017,0.0191,0.2098,0.0,223.765,0.24455,0.0,0.0,0,0,0.8085
P13,142,Monoculture,87,12.517617677886465,74238,929.283,29.082,7.608,27.316,5.599,4.727,0.0851,0.5297,0.0,192.203,0.20683,0.0,0.0,0,0,0.8532
P13,143,Monoculture,88,12.562507316771958,71347,896.297,28.375,7.41,28.912,5.731,4.935,0.0523,0.2197,0.0,219.827,0.24526,0.0,0.0,0,0,0.8314
P13,144,Monoculture,89,13.026733107266711,78933,1028.239,27.0,7.485,27.822,5.593,5.309,0.0163,0.5273,0.0,203.863,0.19826,0.0,0.0,0,0,0.8619
P13,145,Monoculture,90,12.335300923854458,74964,924.703,29.032,7.414,28.602,5.509,5.178,0.0503,0.152,0.0,144.859,0.15665,0.0,0.0,0,0,0.8602
P13,146,Monoculture,91,13.21819597290339,72953,964.307,28.536,7.41,27.975,5.237,4.832,0.0622,0.3569,0.0,161.978,0.16797,0.0,0.0,0,0,0.8855
P13,147,Monoculture,92,13.10643363541431,82500,1081.281,27.0,7.482,28.173,5.628,4.682,0.0547,0.4008,0.0,319.818,0.29578,0.0,0.0,0,0,0.8636
P13,148,Monoculture,93,13.44462008042865,85536,1149.999,30.719,7.44,28.665,5.946,4.736,0.099,0.2313,0.0,323.135,0.28099,0.0,0.0,0,0,0.8638
P13,149,Monoculture,94,13.722313464077812,83805,1149.998,29.376,7.41,27.009,5.135,4.141,0.0409,0.4123,0.0,198.351,0.17248,0.0,0.0,0,0,1.0659
P13,150,Monoculture,95,13.644378593364063,84283,1149.989,30.508,7.605,27.727,5.189,4.731,0.1005,0.3263,0.0,372.389,0.32382,0.0,0.0,0,0,0.6902
P13,151,Monoculture,96,13.581899564064896,72450,984.009,28.904,7.41,28.631,5.743,5.325,0.0216,0.281,0.0,341.468,0.34702,0.0,0.0,0,0,0.9439
P13,152,Monoculture,97,14.0,77347,1082.858,29.347,7.41,28.032,4.963,4.468,0.0473,0.0926,0.0,180.579,0.16676,0.0,0.0,0,0,0.9909
P13,153,Monoculture,98,14.0,76607,1072.498,28.391,7.428,28.171,5.349,4.708,0.0299,0.5361,0.0,234.185,0.21835,0.0,0.0,0,0,0.9268
P13,154,Monoculture,22,4.5,88800,399.6,30.127,7.77,28.074,5.707,5.003,0.0843,0.3783,0.0,119.587,0.29927,0.0,0.0,0,0,0.05
P13,155,Monoculture,23,4.5,82223,370.003,27.0,7.668,28.244,5.683,5.036,0.0124,0.249,0.0,93.126,0.25169,0.0,0.0,0,0,0.1626
P13,156,Monoculture,24,4.741136361594986,78041,370.003,28.013,7.41,28.374,5.468,4.837,0.0289,0.3539,0.0,60.887,0.16456,0.0,0.0,0,0,0.05
P13,157,Monoculture,25,4.8742574280000985,85063,414.619,27.668,7.41,27.581,5.928,5.424,0.03,0.0989,0.0,106.389,0.25659,0.0,0.0,0,0,0.1163
P13,158,Monoculture,26,4.572006134979084,87482,399.968,29.254,7.41,27.678,5.579,5.454,0.1084,0.4736,0.0,121.914,0.30481,0.0,0.0,0,0,0.05
P13,159,Monoculture,27,5.027932304334947,78808,396.241,27.911,7.554,28.572,6.006,5.3,0.0567,0.5024,0.0,111.786,0.28212,0.0,0.0,0,0,0.1647
P13,160,Monoculture,28,5.722994580926683,77556,443.853,28.542,7.411,27.726,5.318,4.685,0.0705,0.0898,0.0,132.307,0.29809,0.0,0.0,0,0,0.2066
P13,161,Monoculture,29,5.26599900067494,76709,403.95,27.313,7.526,27.502,5.288,5.033,0.1049,0.2598,0.0,136.323,0.33747,0.0,0.0,0,0,0.05
P13,162,Monoculture,30,5.53339465923256,87865,486.192,29.365,7.595,28.403,6.341,6.177,0.0731,0.175,0.0,137.292,0.28238,0.0,0.0,0,0,0.103
P13,163,Monoculture,31,5.305222724398334,71423,378.915,30.132,7.41,27.772,5.215,4.691,0.0945,0.1729,0.0,89.228,0.23548,0.0,0.0,0,0,0.05
P13,164,Monoculture,32,6.046985782391647,81742,494.293,27.401,7.425,28.648,6.382,6.021,0.0809,0.4789,0.0,157.189,0.31801,0.0,0.0,0,0,0.2165
P13,165,Monoculture,33,5.744084945121847,72578,416.894,27.911,7.705,28.412,5.25,4.419,0.0755,0.234,0.0,88.252,0.21169,0.0,0.0,0,0,0.322
P13,166,Monoculture,34,6.185232676904756,88631,548.203,31.0,7.467,26.876,5.44,4.896,0.0508,0.4088,0.0,168.924,0.30814,0.0,0.0,0,0,0.1347
P13,167,Monoculture,35,5.8628332610211045,80795,473.688,27.335,7.534,28.542,6.087,5.834,0.0678,0.3101,0.0,126.627,0.26732,0.0,0.0,0,0,0.1311
P13,168,Monoculture,36,6.457495869445163,76796,495.91,27.937,7.615,27.747,6.043,5.32,0.025,0.33,0.0,160.198,0.32304,0.0,0.0,0,0,0.0683
P13,169,Monoculture,37,6.34621006146703,84737,537.759,28.383,7.427,28.344,5.28,5.022,0.0195,0.1899,0.0,127.888,0.23782,0.0,0.0,0,0,0.2164
P13,170,Monoculture,38,6.852290838964471,77414,530.463,28.267,7.56,28.381,5.608,5.311,0.0566,0.0977,0.0,178.542,0.33658,0.0,0.0,0,0,0.3051
P13,171,Monoculture,39,6.717974995241901,79578,534.603,28.36,7.41,27.93,5.597,4.949,0.0915,0.352,0.0,98.641,0.18451,0.0,0.0,0,0,0.4094
P13,172,Monoculture,40,6.489752931872866,81718,530.33,31.0,7.475,27.654,5.41,5.304,0.0679,0.1338,0.0,94.104,0.17744,0.0,0.0,0,0,0.2353
P13,173,Monoculture,41,6.917136477044923,81192,561.616,27.0,7.627,28.725,5.475,5.211,0.0489,0.5223,0.0,137.081,0.24408,0.0,0.0,0,0,0.3382
P13,174,Monoculture,42,7.225583548016215,80045,578.372,28.694,7.465,28.299,6.077,5.918,0.0478,0.184,0.0,151.994,0.2628,0.0,0.0,0,0,0.2357
P13,175,Monoculture,43,7.139648875345752,82271,587.386,29.2,7.564,28.369,5.011,4.354,0.1042,0.4966,0.0,149.927,0.25524,0.0,0.0,0,0,0.0924
P13,176,Monoculture,44,7.105095601802543,88720,630.364,27.579,7.41,28.878,5.998,5.427,0.0341,0.5529,0.0,178.879,0.28377,0.0,0.0,0,0,0.251
P13,177,Monoculture,45,7.39005234202141,70835,523.474,27.967,7.633,27.251,5.8,5.232,0.0295,0.5385,0.0,162.944,0.31127,0.0,0.0,0,0,0.1202
P13,178,Monoculture,46,7.5586756177100805,70292,531.314,31.0,7.665,29.004,5.295,4.783,0.0779,0.2883,0.0,123.879,0.23316,0.0,0.0,0,0,0.3741
P13,179,Monoculture,47,7.45313615769807,84727,631.482,29.603,7.41,27.314,5.701,5.454,0.08,0.3015,0.0,147.456,0.23351,0.0,0.0,0,0,0.3312
P13,180,Monoculture,48,7.633402886089067,76020,580.291,27.0,7.41,27.128,5.744,4.966,0.1084,0.1655,0.0,183.518,0.31625,0.0,0.0,0,0,0.05
P13,181,Monoculture,49,7.927398785009956,80349,636.959,29.37,7.661,28.028,5.781,5.485,0.0157,0.1783,0.0,181.179,0.28444,0.0,0.0,0,0,0.4067
P13,182,Monoculture,50,8.17454591240444,87868,718.281,27.0,7.76,28.96,6.16,5.616,0.0134,0.4874,0.0,149.529,0.20818,0.0,0.0,0,0,0.4484
P13,183,Monoculture,51,8.345725405052457,71787,599.115,27.0,7.482,27.372,6.032,5.805,0.0554,0.2691,0.0,120.304,0.2008,0.0,0.0,0,0,0.2956
P13,184,Monoculture,52,8.181494241987068,72555,593.608,27.42,7.41,27.464,5.723,4.921,0.0968,0.5751,0.0,191.575,0.32273,0.0,0.0,0,0,0.455
P13,185,Monoculture,53,8.747231432810633,86426,755.988,29.827,7.41,27.883,5.718,5.093,0.0577,0.5553,0.0,164.139,0.21712,0.0,0.0,0,0,0.3297
P13,186,Monoculture,54,8.427762233725806,70320,592.64,27.58,7.41,27.224,6.44,6.16,0.0141,0.3007,0.0,116.376,0.19637,0.0,0.0,0,0,0.4036
P13,187,Monoculture,55,8.597779081801699,85447,734.654,29.752,7.668,27.709,5.741,5.731,0.0355,0.2786,0.0,204.86,0.27885,0.0,0.0,0,0,0.4849
P13,188,Monoculture,56,8.767995331529571,84300,739.142,27.0,7.522,27.88,5.467,4.548,0.0363,0.4396,0.0,172.558,0.23346,0.0,0.0,0,0,0.4273
P13,189,Monoculture,57,8.8358231816364,81963,724.211,31.0,7.671,27.766,6.273,5.582,0.0356,0.1799,0.0,171.002,0.23612,0.0,0.0,0,0,0.3475
P13,190,Monoculture,58,8.928271683631758,87209,778.626,27.034,7.665,28.535,5.649,4.888,0.1079,0.5631,0.0,241.727,0.31045,0.0,0.0,0,0,0.1324
P13,191,Monoculture,59,9.203164320941717,79575,732.342,28.322,7.77,27.475,5.721,5.249,0.0853,0.2063,0.0,247.732,0.33827,0.0,0.0,0,0,0.4045
P13,192,Monoculture,60,9.51000053884277,79088,752.127,27.748,7.41,28.438,5.626,5.008,0.0378,0.4518,0.0,117.141,0.15575,0.0,0.0,0,0,0.6142
P13,193,Monoculture,61,9.522317063380143,79817,760.043,30.672,7.647,28.767,5.508,5.247,0.0246,0.1307,0.0,184.821,0.24317,0.0,0.0,0,0,0.5744
P13,194,Monoculture,62,9.483781394265469,78163,741.281,28.828,7.41,27.195,5.622,4.929,0.024,0.5097,0.0,245.484,0.33116,0.0,0.0,0,0,0.4061
P13,195,Monoculture,63,9.463610055214474,89001,842.271,29.788,7.41,28.981,5.73,5.119,0.0246,0.5935,0.0,126.817,0.15057,0.0,0.0,0,0,0.4591
P13,196,Monoculture,64,9.63842646911509,80450,775.411,28.118,7.77,27.55,5.905,5.473,0.0687,0.1652,0.0,207.574,0.2677,0.0,0.0,0,0,0.5209
P13,197,Monoculture,65,10.139033415749465,82637,837.859,29.062,7.491,28.004,5.131,4.374,0.0949,0.4021,0.0,167.834,0.20031,0.0,0.0,0,0,0.6614
P13,198,Monoculture,66,9.54537254662318,87176,832.127,27.567,7.41,29.06,5.99,4.93,0.0862,0.295,0.0,222.359,0.26722,0.0,0.0,0,0,0.3698
P13,199,Monoculture,67,9.829793676405377,77199,758.85,30.759,7.41,27.885,5.273,4.595,0.0581,0.4826,0.0,233.686,0.30795,0.0,0.0,0,0,0.6978
P13,200,Monoculture,68,10.26884959686013,81845,840.454,30.146,7.668,27.748,5.131,4.205,0.01,0.3182,0.0,183.378,0.21819,0.0,0.0,0,0,0.6558
P13,201,Monoculture,69,10.544830244459577,85930,906.117,30.579,7.651,27.433,5.833,5.384,0.0207,0.4625,0.0,145.525,0.1606,0.0,0.0,0,0,0.612
P13,202,Monoculture,70,10.773282963305428,80960,872.205,29.998,7.472,28.402,5.335,4.975,0.0261,0.2752,0.0,301.324,0.34547,0.0,0.0,0,0,0.4306
P13,203,Monoculture,71,10.252892058702553,70421,722.019,28.345,7.621,27.965,5.57,4.79,0.0474,0.1036,0.0,152.621,0.21138,0.0,0.0,0,0,0.6528
P13,204,Monoculture,72,10.501686820231889,79741,837.415,27.0,7.741,28.133,5.378,5.037,0.042,0.518,0.0,276.159,0.32977,0.0,0.0,0,0,0.7577
P13,205,Monoculture,73,11.34142164610087,84762,961.322,30.376,7.429,28.216,5.799,5.232,0.0508,0.3063,0.0,239.431,0.24906,0.0,0.0,0,0,0.7424
P13,206,Monoculture,74,10.655051259872243,87967,937.293,29.934,7.438,27.307,6.112,5.056,0.0516,0.2681,0.0,255.096,0.27216,0.0,0.0,0,0,0.6182
P13,207,Monoculture,75,11.274633161723475,78515,885.228,29.352,7.555,27.695,5.136,4.774,0.0844,0.2462,0.0,224.315,0.2534,0.0,0.0,0,0,0.6173
P13,208,Monoculture,76,11.335474397908737,84949,962.937,29.552,7.491,27.774,5.848,4.86,0.0504,0.5156,0.0,315.735,0.32789,0.0,0.0,0,0,0.6166
P13,209,Monoculture,77,11.290565525748029,72182,814.976,28.496,7.443,27.88,6.09,5.658,0.0148,0.518,0.0,218.266,0.26782,0.0,0.0,0,0,0.7485
P13,210,Monoculture,78,11.568170599732754,85093,984.37,29.072,7.77,27.14,6.047,6.021,0.0971,0.5602,0.0,245.623,0.24952,0.0,0.0,0,0,0.5525
P13,211,Monoculture,79,12.078889014401968,72584,876.734,28.061,7.514,27.544,5.648,4.824,0.0548,0.4759,0.0,241.831,0.27583,0.0,0.0,0,0,0.6212
P13,212,Monoculture,80,11.78167088993508,83455,983.239,30.56,7.433,27.926,5.144,4.599,0.065,0.4573,0.0,159.033,0.16174,0.0,0.0,0,0,0.726
P13,213,Monoculture,81,11.905683903673012,80440,957.693,29.688,7.552,28.428,5.184,4.896,0.0906,0.5834,0.0,137.579,0.14366,0.0,0.0,0,0,0.6781
P13,214,Monoculture,82,12.091843993910103,84139,1017.396,27.0,7.447,28.046,4.952,4.372,0.0907,0.5662,0.0,274.464,0.26977,0.0,0.0,0,0,0.877
P13,215,Monoculture,83,12.04093028326589,71076,855.821,29.893,7.653,28.142,5.479,4.598,0.0338,0.5977,0.0,254.119,0.29693,0.0,0.0,0,0,0.7707
P13,216,Monoculture,84,12.643423670496135,85312,1078.636,27.925,7.41,27.736,6.021,5.524,0.0817,0.0763,0.0,350.055,0.32454,0.0,0.0,0,0,0.7683
P13,217,Monoculture,85,12.131500609311082,83801,1016.632,29.755,7.685,28.832,5.797,5.79,0.0951,0.4365,0.0,316.76,0.31158,0.0,0.0,0,0,0.8701
P13,218,Monoculture,86,12.784867475075647,73802,943.549,27.882,7.591,28.674,5.806,5.306,0.065,0.3991,0.0,158.795,0.1683,0.0,0.0,0,0,0.7852
P13,219,Monoculture,87,12.43349060489701,89075,1107.513,29.416,7.41,28.763,6.116,5.467,0.0618,0.4218,0.0,295.545,0.26685,0.0,0.0,0,0,0.7659
P13,220,Monoculture,88,12.604223087210078,76986,970.349,31.0,7.42,27.536,5.794,5.18,0.011,0.3533,0.0,280.607,0.28918,0.0,0.0,0,0,0.96
P13,221,Monoculture,89,12.495157444752307,84882,1060.614,27.977,7.472,28.833,5.953,5.63,0.0769,0.5699,0.0,290.726,0.27411,0.0,0.0,0,0,0.8164
P13,222,Monoculture,90,12.989879282688939,72633,943.494,27.761,7.418,28.533,5.862,5.059,0.1054,0.2262,0.0,285.175,0.30225,0.0,0.0,0,0,0.3631
P13,223,Monoculture,91,12.908938567254568,81524,1052.388,29.87,7.41,28.441,5.915,5.242,0.0808,0.0556,0.0,311.075,0.29559,0.0,0.0,0,0,0.9424
P13,224,Monoculture,92,13.116107105902305,75521,990.542,28.486,7.41,28.115,5.986,5.405,0.0806,0.1587,0.0,221.682,0.2238,0.0,0.0,0,0,0.9754
P13,225,Monoculture,93,13.415373582491004,76354,1024.317,29.237,7.557,28.901,5.398,5.194,0.1047,0.272,0.0,244.571,0.23876,0.0,0.0,0,0,0.685
